t,pdr,avg_latency_s,avg_hops,hello_packets,update_packets,route_changes
48.0,1.0,0.25771337998436084,1.6,114,55,95
49.0,1.0,0.27406199272177645,1.8333333333333333,115,57,95
50.0,1.0,0.27406199272177645,1.8333333333333333,117,58,95
51.0,1.0,0.26270884870387945,1.7142857142857142,121,59,96
52.0,1.0,0.26270884870387945,1.7142857142857142,124,61,96
53.0,1.0,0.26270884870387945,1.7142857142857142,124,62,98
54.0,1.0,0.2531420892365581,1.625,127,63,98
55.0,1.0,0.2531420892365581,1.625,132,63,98
56.0,1.0,0.24527268124802426,1.5555555555555556,134,65,98
57.0,1.0,0.24527268124802426,1.5555555555555556,134,66,98
58.0,1.0,0.24527268124802426,1.5555555555555556,137,66,98
59.0,1.0,0.24876001796683767,1.6,142,68,100
60.0,1.0,0.24876001796683767,1.6,143,70,100
61.0,1.0,0.2385035552023334,1.4545454545454546,144,72,101
62.0,1.0,0.2385035552023334,1.4545454545454546,147,72,101
63.0,1.0,0.2385035552023334,1.4545454545454546,151,72,101
64.0,1.0,0.2259904374245476,1.3333333333333333,153,74,101
65.0,1.0,0.2259904374245476,1.3333333333333333,154,75,101
66.0,1.0,0.22846686640615624,1.3076923076923077,157,76,101
67.0,1.0,0.22846686640615624,1.3076923076923077,161,77,101
68.0,1.0,0.22846686640615624,1.3076923076923077,162,78,101
69.0,1.0,0.2321582365511559,1.3571428571428572,163,79,102
70.0,1.0,0.2321582365511559,1.3571428571428572,166,81,102
71.0,1.0,0.22883551527039525,1.3333333333333333,170,82,103
72.0,1.0,0.22883551527039525,1.3333333333333333,171,83,103
73.0,1.0,0.22883551527039525,1.3333333333333333,173,84,103
74.0,1.0,0.23654300116951488,1.375,176,86,103
75.0,1.0,0.23654300116951488,1.375,178,87,103
76.0,1.0,0.24355841618359286,1.4705882352941178,181,88,103
77.0,1.0,0.24355841618359286,1.4705882352941178,183,89,104
78.0,1.0,0.24355841618359286,1.4705882352941178,186,91,104
79.0,1.0,0.23757955570435385,1.3888888888888888,189,91,104
80.0,1.0,0.23757955570435385,1.3888888888888888,191,93,106
81.0,1.0,0.2523650180552209,1.5263157894736843,193,94,106
82.0,1.0,0.2523650180552209,1.5263157894736843,196,94,106
83.0,1.0,0.2523650180552209,1.5263157894736843,199,96,106
84.0,1.0,0.2564077726526275,1.55,199,98,106
85.0,1.0,0.2564077726526275,1.55,203,98,106
86.0,1.0,0.25001907331812945,1.4761904761904763,207,100,106
87.0,1.0,0.25001907331812945,1.4761904761904763,208,101,108
88.0,1.0,0.25001907331812945,1.4761904761904763,209,102,108
89.0,1.0,0.2462158450179653,1.4545454545454546,213,102,108
90.0,1.0,0.2462158450179653,1.4545454545454546,216,103,111
91.0,1.0,0.2508219078283281,1.4782608695652173,218,104,111
92.0,1.0,0.2508219078283281,1.4782608695652173,220,105,111
93.0,1.0,0.2508219078283281,1.4782608695652173,222,108,111
94.0,1.0,0.24826503690607785,1.4583333333333333,226,109,111
95.0,1.0,0.24826503690607785,1.4583333333333333,227,110,111
96.0,1.0,0.25256663768618837,1.52,230,111,111
97.0,1.0,0.25256663768618837,1.52,232,112,114
98.0,1.0,0.25256663768618837,1.52,233,113,115
99.0,1.0,0.24973860743365633,1.5,236,113,115
100.0,1.0,0.24973860743365633,1.5,240,113,115
101.0,1.0,0.24724152631906707,1.4814814814814814,242,116,115
102.0,1.0,0.24724152631906707,1.4814814814814814,243,118,115
103.0,1.0,0.24724152631906707,1.4814814814814814,246,120,115
104.0,1.0,0.24109133237259656,1.4285714285714286,249,120,115
105.0,1.0,0.24109133237259656,1.4285714285714286,251,121,115
106.0,1.0,0.2416807351937298,1.4137931034482758,253,123,115
107.0,1.0,0.2416807351937298,1.4137931034482758,256,123,115
108.0,1.0,0.2416807351937298,1.4137931034482758,259,123,115
109.0,1.0,0.24065721146644492,1.4,261,123,115
110.0,1.0,0.24065721146644492,1.4,262,126,115
111.0,1.0,0.2392782726576288,1.3870967741935485,265,128,115
112.0,1.0,0.2392782726576288,1.3870967741935485,269,129,115
113.0,1.0,0.2392782726576288,1.3870967741935485,271,130,115
114.0,1.0,0.24285300614985705,1.40625,272,131,116
115.0,1.0,0.24285300614985705,1.40625,274,133,116
116.0,1.0,0.24113548393214326,1.393939393939394,279,133,116
117.0,1.0,0.24113548393214326,1.393939393939394,280,134,116
118.0,1.0,0.24113548393214326,1.393939393939394,282,135,116
119.0,1.0,0.23976649865756564,1.3823529411764706,284,136,116
120.0,1.0,0.23976649865756564,1.3823529411764706,289,137,116
